,1,2,3,4,5,E,SD
RMSE,23.663508510523336,30.711963806553385,33.126205055500456,28.93776453262748,32.98140296068963,29.884168973178856,3.4750884470864984
R2,0.3442403885970118,0.32225551715432876,0.24138129374247586,0.25351946551752647,0.26725349235212914,0.2857300314726944,0.040257388366321534
W[0],0.056818150026657493,-0.08861540288312632,-0.06465990755430263,0.21301167141479627,-0.033483642545783704,0.01661417369164822,0.10988800488251589
W[1],0.036162265262884796,0.0021445608445457842,0.012751756624377386,0.10445210805092947,0.01607502060026024,0.03431714227659953,0.03675658787370373
W[2],0.16302536029811424,0.18478380016759485,0.17241209785736036,0.08600294841128664,-0.08217058404239416,0.10481072453839238,0.09966977928968478
W[3],-0.007935667988954176,-0.016887307446012856,-0.004727931175396188,-0.017115653004836306,2.5747672561016177E-4,-0.009281816577917873,0.0068229112484627
W[4],-0.18764337472964954,0.040411520490494665,0.19363109375487567,-0.1538400251719951,0.29239704907144326,0.03699125268303379,0.18796656687416655
W[5],-0.37220891911991383,-0.6580885706071322,-0.4877101470564388,-0.5055222865913006,-0.6288685593425575,-0.5304796965434686,0.10340806421531562
W[6],2.1801934021717204,2.4764125637398564,1.8344936768649929,2.3286762011632085,2.2505912359235456,2.2140734159726647,0.2137839150520034
W[7],1.2817361980179636,1.1316399581830625,1.1915940791866075,1.391832435336066,1.0608973771166106,1.211540009568062,0.11567880075814806
W[8],2.712701646028862,2.446882576278288,2.1089127213603622,2.3638940676267817,2.3984057699649557,2.4061593562518504,0.1927841231783482
W[9],-0.09283408209095322,-0.11165765738417299,-0.07237404679345034,-0.1042018057799567,-0.4004945408520731,-0.1563124265801213,0.12280848664708749
W[10],0.945042772557974,0.7532826112559123,0.7657078604944607,0.5527784966616716,0.6726028637978508,0.7378829209535739,0.1284147309254746
W[11],1.2125063615450267,1.5165426948526664,1.6524579211443342,1.4416973525576355,1.5867429100998183,1.4819894480398965,0.15196795837712113
W[12],2.036274990087402,1.563702834409238,1.8397100753391902,1.73472619081829,1.6399770634047022,1.7628782308117645,0.16505574401021234
W[13],-0.11047223712351673,-0.24849430419606167,-0.17424241572710514,0.37739389876924173,-0.04886888390760541,-0.04093678843700945,0.21943070579858143
W[14],-0.08892542090908849,-0.20550834361424347,-0.14987851924555426,-0.10598254848649867,-0.19613287948269426,-0.14928554234761582,0.04663586932378473
W[15],-0.4266531017211373,-0.29810660916001835,-0.29488462912994307,-0.46907809140251,-0.3827700584812095,-0.3742984979789637,0.0691486944016207
W[16],1.5811070965646552,1.8879623556051206,1.8530935423550343,1.0034250730460883,1.2309456510830015,1.51130674373078,0.3464407275751843
W[17],0.30186735870068476,0.2130357695590178,0.5369506723198283,0.5404165879126791,0.6968116651357006,0.4578164107255821,0.17575063093903373
W[18],0.08811773831645275,0.21426994190842596,0.10520237410947192,0.40177920392670075,0.45713361098884703,0.2533005738499797,0.15121881283077657
W[19],0.3825226720215664,0.5388973044900061,0.07116866737531677,0.3715580976114075,0.3009271138389801,0.3330147710674554,0.1522611162520554
W[20],0.4337371280275692,0.7054642851541598,0.5750074120647941,0.6728485940122598,0.8797755691844962,0.6533665976886558,0.14746661012517762
W[21],-2.7610631331017514,-2.960703065766298,-2.6946108475038795,-2.7133844958421536,-2.8602711417329156,-2.7980065367894,0.09956245780697073
W[22],-1.6709391061909664,-1.8008192589876924,-2.003460507894922,-1.7596272441895364,-1.2907225489099934,-1.7051137332346222,0.23410682487533244
W[23],-0.8975655432415871,-0.7459533385861694,-0.5103137886648642,-0.9394835188258486,-0.8593713701955524,-0.7905375119028043,0.15420187812974448
W[24],-0.8980448757309187,-0.7200416485936016,-0.7729283497265158,-1.0074224557783515,-0.8017801701469887,-0.8400434999952753,0.10173381401752961
W[25],0.06401243764855535,0.36154851201319416,0.27081780378650666,0.3087101229629428,0.4404084602239118,0.28909946732702213,0.1261160127606041
W[26],0.1580068997581439,0.23167643525289322,0.27902557104153053,0.05425598987625796,0.04376087191199417,0.15334515356816397,0.09357399858021666
W[27],-0.4487324944558023,-0.4889032354630535,-0.6676991018282177,-0.046097884053067834,-0.330425511971156,-0.39637164555425947,0.20589460541140475
W[28],-1.1989161905742007,-1.5332040091270798,-1.148947837742505,-1.6086269570793295,-1.4953379677048515,-1.3970065924455934,0.18642689049448788
W[29],2.8978147123314066,2.479693225352273,3.024064063466726,2.5019434953724735,3.2786730710247727,2.8364377135095302,0.3077973055167897
W[30],8.05842655173038,8.21660595542127,7.918866478228841,7.890572829619023,7.654422696142667,7.947778902228437,0.1869102530748609
W[31],3.177220422645904,2.8789081626714452,3.1690590160258596,3.2178164505724336,3.454856765154025,3.1795721634139333,0.18317157844522852
W[32],-2.3346523543311313,-2.1085370563329513,-2.4498885006780102,-1.9317300791157501,-2.6625032326741924,-2.297462244626407,0.2558611085763111
W[33],4.693791072357351,4.153214620220114,4.808822949354696,4.871576334987087,4.884966690867048,4.682474333557259,0.2731192439819561
W[34],-1.1044084088058117,-1.0899183259026337,-1.0673453235637587,-1.0842793268052575,-1.178446152920419,-1.1048795075995759,0.03865046601427128
W[35],-0.09127043877050048,-0.10016217089582496,-0.06191124041943958,-0.08066754058239027,-0.03975592764817728,-0.07475346366326652,0.02164781467354115
W[36],1.0307174366435652,1.1061490850902125,0.7990037168330072,1.2617302248649058,0.5715940315767848,0.9538388990016952,0.24248333682460513
W[37],1.896774077380498,2.037945947529903,2.487270866656478,1.9413134890115826,1.9430932160888048,2.0612795193334534,0.21791510948309903
W[38],0.11747046709341316,0.15279705445445282,0.11849366376279014,0.12070133564885942,0.06377293480993229,0.11464709115388956,0.028646189737834428
W[39],0.5472285282971883,0.6377510700937321,0.5654390106712768,0.4510718614659343,0.36846028514728624,0.5139901511350835,0.09402786075919393
W[40],0.5852349316717126,0.708578561058336,0.6368763775344422,0.5336446719559536,0.40648860529312547,0.574164629502714,0.10186219709182866
W[41],0.7187614912391842,0.8288922538190014,0.7299256405778971,0.6405026639007271,0.2745576339363505,0.6385279366946321,0.19157652132853192
W[42],0.6001834512531108,0.7439683268133254,0.6295109913537118,0.5382839422542258,0.3736264990006573,0.5771146421350062,0.12168232994630289
W[43],0.5502243309326583,0.6805447003949503,0.5300009808190937,0.46587827675124016,0.358833861726615,0.5170964301249115,0.1054984948573666
W[44],0.6329275220349955,0.752151323326501,0.6382918713883075,0.5811129288759196,0.2831456259166303,0.5775258543084708,0.15743474458986384
W[45],0.4594753461128519,0.5809449848638465,0.4988544371089704,0.405232483040425,0.3245403732997206,0.4538095248851629,0.08636528628729438
W[46],0.5367890264350138,0.3057629711468751,0.4438765460293563,0.436841293312866,0.4874557114802383,0.4421451096808699,0.07699576308471304
W[47],0.6252565569479492,0.4083178288558394,0.5317285828068643,0.5113426320407629,0.6174537460965613,0.5388198693495954,0.07936076489452905
W[48],0.5820327506179582,0.3373208349691006,0.4683836010974146,0.49459952665601786,0.5443046715701567,0.48532827698212966,0.08379648124161176
W[49],0.707702164066047,0.46818441581507664,0.5921359416170211,0.6253375149682884,0.6223002919507771,0.603132065683442,0.07762369651260469
W[50],0.724875098842029,0.48170281843129525,0.6194796562167816,0.620506619816462,0.696625141256195,0.6286378669125525,0.08440826115588596
W[51],0.5731563051056513,0.317914576185289,0.47669587331514895,0.5166874052084074,0.6815253004366459,0.5131958920502285,0.11950671547593904
W[52],0.5715975318716542,0.32798300963435106,0.5088073185916603,0.46299634525150707,0.6225602547643032,0.49878889202269516,0.10116973164471317
W[53],2.3218570036897814,2.114357977292088,1.7131261599133216,2.2647738972635016,2.221938602485645,2.1272107281288677,0.2179061224980031
