,1,2,3,4,5,E,SD
RMSE,31.616048084834247,29.286028935968492,33.84431887374242,32.45120525375103,26.614759249684404,30.762472079596115,2.5480030403662894,
R2,0.22949479095742864,0.2378616184104464,0.23729096481547396,0.23794005332591017,0.2867885545939052,0.24587519642063285,0.020703108563032386,
W[0],0.055310653713984054,0.012742430839718405,0.06967300237449821,0.01144783279529174,-0.022766922363867743,0.025281399471924933,0.033255390694400824,
W[1],-0.028793249358059325,-0.037601282254864,-0.046824588802930694,-0.05100419532679133,-0.019632409074500208,-0.03677114496342911,0.011504118130159186,
W[2],-0.14340028273722516,-0.09589736216596376,-0.13133002093292906,-0.16187688664321853,-0.10170195340280905,-0.1268413011764291,0.024945359858499928,
W[3],0.1801876096622958,0.1755523137471381,0.1695984292175593,0.15954770044963867,0.1595652200887981,0.168890254633086,0.008327717111670652,
W[4],-0.48127505060263354,-0.2009163547328426,-0.10064138902489994,-0.009148486780801263,-0.1205317108900806,-0.1825025984062516,0.16136749433009293,
W[5],-0.8304339446486724,-0.9945244949078529,-0.8958038176459199,-0.8418280534793409,-0.9131017939630048,-0.8951384209289582,0.058701587291670354,
W[6],1.2730863808398631,1.3529790104072286,1.356036187552169,1.5839414097997369,1.923447499168356,1.4978980975534708,0.236711806252806,
W[7],1.1944889790644995,1.3181877732601521,1.0682801355588074,0.9606660849152844,1.480970913761017,1.2045187773119521,0.18301482144124473,
W[8],1.6002869384669496,1.7344109526274005,1.5467344907285467,1.6141247010652933,1.8075569393123283,1.6606228044401035,0.0957155882224113,
W[9],-0.0629474099305167,-0.05219562747786544,-0.13184793105737092,0.14822116150088827,0.8551884913397584,0.1512837368749787,0.36413010314755173,
W[10],0.06282033137199766,0.07452772971109295,0.023429488076123106,-0.3231039003111079,0.0928717317871009,-0.01389092387295866,0.1562729775567423,
W[11],0.8464717096371851,0.8133372576430968,0.8551592590455906,0.47381589687520986,0.6172302312079161,0.7212028708817997,0.15108670744031985,
W[12],1.1483081465208622,1.2327458847211072,1.2391312255684064,1.187163004566404,1.1202008861683463,1.1855098295090252,0.04638632408922923,
