,1,2,3,4,5,E,SD
RMSE,27.815661080818085,28.245631510859702,26.059034921262445,34.55213768899688,36.35001320597225,30.604495681581874,4.064428647958333,
R2,0.2545163409466721,0.2537775337681353,0.28869282502894067,0.22620933197343995,0.21997173143341886,0.24863355263012138,0.024454687533557225,
W[0],-0.12543928562425388,-0.006817869437071064,0.18216511516922373,-0.004854696944758735,0.06524713583467018,0.022060079799562045,0.10080986868302008,
W[1],-0.061271138900898234,-0.026411922908055177,0.1139946295265746,-0.10211493303214687,-0.10175828877086737,-0.03551233081707861,0.07990381514826701,
W[2],-0.2454894415025391,-0.22254756390212815,0.035908145411238046,-0.10778186366473572,-0.27601214858815926,-0.16318457444926485,0.11466079417763726,
W[3],0.11259212695032814,0.2914310652377467,-0.08329250755935519,0.09855020768924411,0.2570000166296594,0.13525618178952464,0.13329416571940833,
W[4],-0.11461397443945871,0.020631153586246474,0.6934907441347632,-0.181172678274475,-0.27848068233640466,0.02797091253413426,0.3466856183586019,
W[5],-1.485918385111153,-1.5247366440353929,-0.9312709203232568,-1.4615304477971298,-1.4667802842686217,-1.3740473363071108,0.22249766201435017,
W[6],3.424754087764913,3.738946702641985,2.611493918399893,3.3591416475176223,2.40400174161852,3.107667619588587,0.5106134164502149,
W[7],1.359856750428741,1.5549747301006367,2.3906306346157953,2.639002171012845,0.9882853317919295,1.7865499235899898,0.6268187668457741,
W[8],2.603652497741976,2.305238058125249,2.6741790422487046,2.8026908108598887,2.3174789106069196,2.540647863916548,0.1978326686353922,
W[9],-0.30371322370554343,-0.2259905347548798,-0.013257545848576798,0.28265927351317754,-0.02354086335746983,-0.056768578830658445,0.20387559246397596,
W[10],0.10454002004803353,0.27065085011428863,0.29448150412008933,-0.15030121576266608,0.06603771077186371,0.11708177385832183,0.16081702682410737,
W[11],1.1108793302933937,0.9672823401896609,1.3978294744301705,1.3804919718032245,2.245391073616962,1.4203748380666823,0.44358336450519203,
W[12],1.5659000032003445,1.7930015252591887,2.0488556361926413,1.4801774643844963,1.085342712965726,1.5946554684004794,0.3221709247355281,
W[13],-0.5221541352874193,-0.5821603686384125,-0.20993609288297632,-0.0868018785824497,-0.4483301599722226,-0.3698765270726961,0.18979993202069445,
W[14],-0.06452133861035418,-0.12577365514540456,-0.08561019008806964,-0.23192454234917004,-0.12014077892144914,-0.12559410102288954,0.05773132452422708,
W[15],-0.6895749457614826,-0.633801602984543,-0.3553305201408255,-1.0351263687998902,-0.9130987566005084,-0.7253864388574499,0.2357059043002758,
W[16],1.7973033509705685,1.6031616441929084,2.38315788586236,0.6577642523594156,1.2255028725126176,1.533378001179574,0.575871293168984,
W[17],0.27704870052612174,0.09924501890798354,0.09968553986369372,0.5278809222880269,-0.06447194473461337,0.1878776473702425,0.2014287025057798,
W[18],-0.8841520001212969,-0.5618566566251826,0.32386196255185196,0.01896608841462777,-0.29722089366798166,-0.28008029988959626,0.4239738984682358,
W[19],0.20576946378796337,0.3384831043237085,-0.13244368620782004,0.4016916773988776,0.849077352316495,0.33251558232384487,0.31746140099986986,
W[20],0.6014770680984023,0.5116280107108859,0.9659072102531361,0.7920103389984181,0.4881320232603912,0.6718309302642467,0.18181522407393813,
W[21],-5.512225120818545,-5.309731575187005,-3.7601676386401297,-4.525426253482653,-3.757543322479173,-4.573018782121501,0.7420035770311586,
W[22],-2.003373059543889,-2.1284953321436215,-2.657763046765286,-3.162292134710659,-2.1303395653567434,-2.41645262770404,0.43587202403985065,
W[23],-1.5388138586836317,-1.4840182704470766,-1.017001707069061,-2.175284508641331,-1.9653773026989478,-1.6360991295080098,0.403737444013739,
W[24],-0.3532734464307149,-0.31975472089448354,-0.8042625745665337,-0.677499042401468,-0.3524752468115526,-0.5014530062209506,0.19992581782519286,
W[25],0.030367081923522665,-0.09170718813306594,0.8126995594464882,0.1643187635048023,0.00856737697490928,0.1848491187433313,0.3243581398489595,
W[26],0.14233271252641327,0.33199850034169937,0.47809746614317405,-0.03287651586776141,-0.2448186047525447,0.1349467116781961,0.2565239684636047,
W[27],0.13402374843331755,-0.33338919748942397,-0.4865776130118983,-0.08131114668517321,-0.6392122153059842,-0.2812932848118324,0.2776482285200481,
W[28],-1.917776849860315,-1.7405123409388823,-1.4967770235175895,-2.0364393792903406,-2.071918860628008,-1.852684890847027,0.21228250028538076,
W[29],3.1981976479486924,3.3998372705844835,3.59792761770272,3.476047138730791,3.6372131640331657,3.4618445677999707,0.15673484442951138,
W[30],8.259157553273822,7.7398001316411875,8.265475423910372,8.188627245812496,7.711951497640408,8.033002370455657,0.252368858977964,
W[31],2.978574578939152,3.143693733380748,2.7090509199306556,2.4583405910997813,3.0139284316792323,2.8607176510059142,0.2459062250640829,
W[32],-3.239859010904161,-3.4572540821460884,-2.9307658767483873,-3.3161239967990235,-3.4563156189556823,-3.280063717110669,0.19359075485129026,
W[33],4.567662488635453,5.0045045873782055,4.107719196068852,3.94614767052522,4.830487666192418,4.491304321760031,0.40708322157920307,
W[34],-1.0929362726185763,-1.0303354372027733,-1.1272314561182413,-1.1567087437627095,-1.024671077045472,-1.0863765973495545,0.052166929199103436,
W[35],-0.04396948228024934,-0.020934791439873812,-0.03266849611473983,0.10113220801988726,-0.10184809820929439,-0.019657732004854024,0.06649426738144794,
W[36],1.3043247216803835,0.7379183358913836,0.9400541413789576,0.7690120147769705,1.0039209419386335,0.9510460311332656,0.20311681792390046,
W[37],0.5004653564937555,-0.8461224188691109,-0.300956469598466,0.4814304377823332,0.9842247913756053,0.1638083394368234,0.6516550258216235,
